message_id,cloud,semester,subject,year,resource_type,file_link,backup_file_link,from_id,chat_id,date,file_name,mime_type,file_id,file_unique_id,file_size
5508,22,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/22,https://t.me/c/-4566364009/5508,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5510,23,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/23,https://t.me/c/-4566364009/5510,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5540,24,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/24,https://t.me/c/-4566364009/5540,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5541,25,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/25,https://t.me/c/-4566364009/5541,1789016259,1789016259,1725724811,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5542,26,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/26,https://t.me/c/-4566364009/5542,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5543,27,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/27,https://t.me/c/-4566364009/5543,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5546,28,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/28,https://t.me/c/-4566364009/5546,1789016259,1789016259,1725724812,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5547,29,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/29,https://t.me/c/-4566364009/5547,1789016259,1789016259,1725724812,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5550,30,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/30,https://t.me/c/-4566364009/5550,1789016259,1789016259,1725724812,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5552,31,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/31,https://t.me/c/-4566364009/5552,1789016259,1789016259,1725724812,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5553,32,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/32,https://t.me/c/-4566364009/5553,1789016259,1789016259,1725724812,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5554,33,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/33,https://t.me/c/-4566364009/5554,1789016259,1789016259,1725724812,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5555,34,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/34,https://t.me/c/-4566364009/5555,1789016259,1789016259,1725724812,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5556,35,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/35,https://t.me/c/-4566364009/5556,1789016259,1789016259,1725724812,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5557,36,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/36,https://t.me/c/-4566364009/5557,1789016259,1789016259,1725724812,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5562,37,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/37,https://t.me/c/-4566364009/5562,1789016259,1789016259,1725724812,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5564,38,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/38,https://t.me/c/-4566364009/5564,1789016259,1789016259,1725724812,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5570,39,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/39,https://t.me/c/-4566364009/5570,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5571,40,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/40,https://t.me/c/-4566364009/5571,1789016259,1789016259,1725724811,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5572,41,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/41,https://t.me/c/-4566364009/5572,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5573,42,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/42,https://t.me/c/-4566364009/5573,1789016259,1789016259,1725724811,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIU0GbcSIvYK2ormt0WxM-EJeX9NzyjAALkEgACWtbgVumrfFUPplmjNgQ,AgAD5BIAAlrW4FY,16492
5575,43,/SEMESTER1,/Physics,/2023,/Notes,https://t.me/unicloudgndu/43,https://t.me/c/-4566364009/5575,1789016259,1789016259,1725724812,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIUw2bcR2E6aLUVaQYCWubLcF5EV7-BAALjEgACWtbgVvMK-7SCeTMjNgQ,AgAD4xIAAlrW4FY,4644
5631,44,/SEMESTER1,/Physics,/2023,/Books,https://t.me/unicloudgndu/44,https://t.me/c/-4566364009/5631,1789016259,1789016259,1725726042,PYTHON Q FROM SEC C-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIV_mbcfVqaQEtBRlxodhUt_qI_Z-nWAAKMEwACWtbgVp44efH5Rb3sNgQ,AgADjBMAAlrW4FY,18733
